,ROI,Networks,t-value mean
160,7Networks_RH_Limbic_OFC_3,LIM,1.9130241037141844
161,7Networks_RH_Limbic_TempPole_1,LIM,2.084340605131716
162,7Networks_RH_Limbic_TempPole_2,LIM,0.5317762868985059
163,7Networks_RH_Limbic_TempPole_3,LIM,0.8074906801151465
164,7Networks_RH_Cont_Par_1,FPN,0.7210492888398716
165,7Networks_RH_Cont_Par_2,FPN,1.4200096242079918
166,7Networks_RH_Cont_Par_3,FPN,0.7382055143500964
167,7Networks_RH_Cont_Temp_1,FPN,0.8779882633189889
168,7Networks_RH_Cont_PFCv_1,FPN,1.1045534978563567
169,7Networks_RH_Cont_PFCl_1,FPN,1.3315501284004483
170,7Networks_RH_Cont_PFCl_2,FPN,0.7830164199709173
171,7Networks_RH_Cont_PFCl_3,FPN,0.47274146311116044
172,7Networks_RH_Cont_PFCl_4,FPN,0.9747159862008097
173,7Networks_RH_Cont_PFCl_5,FPN,0.6309780012696401
174,7Networks_RH_Cont_PFCl_6,FPN,1.5248845561434223
175,7Networks_RH_Cont_PFCl_7,FPN,1.309820209638016
176,7Networks_RH_Cont_pCun_1,FPN,1.102845988481863
177,7Networks_RH_Cont_Cing_1,FPN,0.44214711678464313
178,7Networks_RH_Cont_Cing_2,FPN,0.6399448889745547
179,7Networks_RH_Cont_PFCmp_1,FPN,0.9724201734891886
180,7Networks_RH_Cont_PFCmp_2,FPN,1.2808252781154197
181,7Networks_RH_Default_Par_1,DMN,1.6078446126781274
182,7Networks_RH_Default_Par_2,DMN,0.7137594042299057
183,7Networks_RH_Default_Par_3,DMN,0.058386305258423934
184,7Networks_RH_Default_Temp_1,DMN,1.1017177730011625
185,7Networks_RH_Default_Temp_2,DMN,0.5023225449291113
186,7Networks_RH_Default_Temp_3,DMN,0.8082839557193163
187,7Networks_RH_Default_Temp_4,DMN,0.8387037159562748
188,7Networks_RH_Default_Temp_5,DMN,1.0292855161640089
189,7Networks_RH_Default_PFCv_1,DMN,1.0012198451837562
190,7Networks_RH_Default_PFCdPFCm_1,DMN,1.1935017997601545
191,7Networks_RH_Default_PFCdPFCm_2,DMN,1.1918716853363147
192,7Networks_RH_Default_PFCdPFCm_3,DMN,0.9842344332841646
193,7Networks_RH_Default_PFCdPFCm_4,DMN,1.3337656388319217
194,7Networks_RH_Default_PFCdPFCm_5,DMN,1.6364967858030708
195,7Networks_RH_Default_PFCdPFCm_6,DMN,1.4500259328650378
196,7Networks_RH_Default_PFCdPFCm_7,DMN,1.0887385904478213
197,7Networks_RH_Default_pCunPCC_1,DMN,0.8595720322964171
198,7Networks_RH_Default_pCunPCC_2,DMN,0.6060311113776058
199,7Networks_RH_Default_pCunPCC_3,DMN,0.9102476453080852
200,Subcortical_1,SUB,1.534647430258638
201,Subcortical_2,SUB,0.9803529438555213
202,Subcortical_3,SUB,0.7034727918940679
203,Subcortical_4,SUB,0.2698904249030022
204,Subcortical_5,SUB,-0.5481339133530705
205,Subcortical_6,SUB,1.7198093145745545
206,Subcortical_7,SUB,0.9898156604307161
207,Subcortical_8,SUB,0.5729394105875061
208,Subcortical_9,SUB,0.294455535189197
209,Subcortical_10,SUB,0.07565798596884905
210,Subcortical_11,SUB,-0.1639348581590277
211,Subcortical_12,SUB,-0.525082387821849
212,Subcortical_13,SUB,0.2170266530203677
213,Subcortical_14,SUB,1.2656713490393847
214,Subcortical_15,SUB,0.15329755121324046
215,Subcortical_16,SUB,0.7818670702590669
216,Subcortical_17,SUB,1.7150256770776062
217,Subcortical_18,SUB,0.11862878523432815
218,Subcortical_19,SUB,1.2199232041801673
219,Subcortical_20,SUB,1.3400338277767698
220,Subcortical_21,SUB,0.25717448253255865
221,Subcortical_22,SUB,1.8773947574212901
